method,problem,timeout,seed,known_optimal,all_assigned,feasible,time,utilisation,bandwidth,residency,coresidency,qos,freecycles,solution
local,7,27,-145314586,False,True,True,27.003112077713013,1.0,1.0,1.0,1.0,0.3549999999999999,0.10285714285714286,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q100-U59-R:', 'P3'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q10-U25-R:', 'P1'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q20-U17-R:', 'P3'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,30,751353469,False,True,True,30.002806901931763,1.0,1.0,1.0,1.0,0.38499999999999995,0.07714285714285714,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P1'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P1'), ('T19-Q100-U50-R:', 'P3'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q20-U17-R:', 'P3'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P2'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,3,951093822,False,True,True,3.0031888484954834,1.0,1.0,1.0,1.0,0.33499999999999996,0.24428571428571427,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P3'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q20-U17-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q65-U39-R:', 'P1'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,6,-347012820,False,True,True,6.001067161560059,1.0,1.0,1.0,1.0,0.37249999999999994,0.1442857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P3'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q50-U41-R:', 'P2'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q70-U39-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P1'), ('T19-Q10-U25-R:', 'P4'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,9,611021479,False,True,True,8.999858856201172,1.0,1.0,1.0,1.0,0.37499999999999994,0.15571428571428572,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P2'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P1'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,12,-698285336,False,True,True,12.002088069915771,1.0,1.0,1.0,1.0,0.36249999999999993,0.15,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P4'), ('T19-Q100-U50-R:', 'P3'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P1'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,15,-132595797,False,True,True,15.002413034439087,1.0,1.0,1.0,1.0,0.37,0.12714285714285714,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q50-U41-R:', 'P3'), ('T13-Q65-U39-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q20-U17-R:', 'P1'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q70-U39-R:', 'P3'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P2'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,18,-181623255,False,True,True,18.00379490852356,1.0,1.0,1.0,1.0,0.37499999999999994,0.15571428571428572,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P2'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P1'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,21,-489091761,False,True,True,20.999375104904175,1.0,1.0,1.0,1.0,0.39249999999999996,0.1757142857142857,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P1'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,24,898930292,False,True,True,24.003254890441895,1.0,1.0,1.0,1.0,0.3449999999999999,0.17285714285714285,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q20-U19-R:', 'P4'), ('T13-Q65-U39-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q20-U19-R:', 'P1'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,27,-345328006,False,True,True,27.002312898635864,1.0,1.0,1.0,1.0,0.3474999999999999,0.09714285714285714,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P2'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q20-U19-R:', 'P4'), ('T7-Q10-U25-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,30,22184726,False,True,True,29.99810791015625,1.0,1.0,1.0,1.0,0.3974999999999999,0.06142857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P1'), ('T13-Q100-U50-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q10-U25-R:', 'P3'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,3,591982553,False,True,True,3.004852056503296,1.0,1.0,1.0,1.0,0.36499999999999994,0.16285714285714287,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q10-U25-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P3'), ('T4-Q20-U17-R:', 'P3'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,6,175687295,False,True,True,6.000091075897217,1.0,1.0,1.0,1.0,0.355,0.16285714285714287,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q20-U17-R:', 'P3'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q50-U41-R:', 'P4'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q20-U17-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P1'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,9,-770189589,False,True,True,9.004241943359375,1.0,1.0,1.0,1.0,0.33249999999999996,0.15714285714285714,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q20-U17-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q100-U59-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,12,-828678425,False,True,True,119.60024499893188,1.0,1.0,1.0,1.0,0.37249999999999994,0.14714285714285713,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q10-U25-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q70-U39-R:', 'P3'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,15,76870642,False,True,True,15.972471952438354,1.0,1.0,1.0,1.0,0.375,0.18428571428571427,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P3'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P1'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q20-U17-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,18,504738647,False,True,True,17.99893093109131,1.0,1.0,1.0,1.0,0.39999999999999997,0.07428571428571429,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q100-U50-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q100-U59-R:', 'P3'), ('T5-Q1-U1-R:', 'P1'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q10-U25-R:', 'P1'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P1')]"
local,7,21,-212870373,False,True,True,21.00167489051819,1.0,1.0,1.0,1.0,0.3849999999999999,0.09857142857142857,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P4'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q65-U39-R:', 'P1'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q20-U17-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,24,-961414370,False,True,True,23.99870800971985,1.0,1.0,1.0,1.0,0.39249999999999996,0.05,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q100-U66-R:', 'P1'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q20-U17-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q100-U66-R:', 'P2'), ('T19-Q65-U39-R:', 'P4'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q20-U17-R:', 'P3'), ('T5-Q1-U1-R:', 'P3'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q100-U50-R:', 'P3'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,27,-165551689,False,True,True,27.00152015686035,1.0,1.0,1.0,1.0,0.38499999999999995,0.07,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q100-U66-R:', 'P1'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q70-U39-R:', 'P3'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q65-U39-R:', 'P3'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,30,-432958351,False,True,True,30.002726078033447,1.0,1.0,1.0,1.0,0.41,0.16,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P2'), ('T12-Q20-U19-R:', 'P2'), ('T13-Q100-U50-R:', 'P2'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P3'), ('T2-Q40-U80-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q100-U59-R:', 'P1'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P4')]"
local,7,3,542835578,False,True,True,3.004899024963379,1.0,1.0,1.0,1.0,0.33749999999999997,0.18285714285714286,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P1'), ('T11-Q1-U1-R:', 'P1'), ('T12-Q50-U41-R:', 'P3'), ('T13-Q65-U39-R:', 'P1'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P3'), ('T16-Q70-U39-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q50-U41-R:', 'P3'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,6,395968462,False,True,True,6.00462007522583,1.0,1.0,1.0,1.0,0.31999999999999995,0.1757142857142857,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q20-U17-R:', 'P4'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q20-U19-R:', 'P3'), ('T13-Q100-U50-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P2'), ('T17-Q1-U1-R:', 'P4'), ('T18-Q20-U19-R:', 'P2'), ('T19-Q100-U50-R:', 'P4'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P2'), ('T4-Q20-U17-R:', 'P1'), ('T5-Q1-U1-R:', 'P1'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P1'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,9,134739395,False,True,True,9.00449800491333,1.0,1.0,1.0,1.0,0.37,0.12285714285714286,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q70-U39-R:', 'P4'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q65-U39-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q20-U17-R:', 'P2'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P4'), ('T19-Q100-U50-R:', 'P2'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q20-U17-R:', 'P1'), ('T5-Q1-U1-R:', 'P1'), ('T6-Q100-U66-R:', 'P4'), ('T7-Q65-U39-R:', 'P1'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,12,-318584021,False,True,True,12.00327181816101,1.0,1.0,1.0,1.0,0.3549999999999999,0.16714285714285715,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P2'), ('T11-Q1-U1-R:', 'P3'), ('T12-Q100-U66-R:', 'P4'), ('T13-Q100-U50-R:', 'P3'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P2'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P3'), ('T18-Q50-U41-R:', 'P1'), ('T19-Q10-U25-R:', 'P3'), ('T2-Q70-U120-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q20-U17-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P4'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P3')]"
local,7,15,968421222,False,True,True,15.0001699924469,1.0,1.0,1.0,1.0,0.3575,0.12571428571428572,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P1'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q50-U41-R:', 'P4'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P4'), ('T16-Q100-U59-R:', 'P4'), ('T17-Q1-U1-R:', 'P2'), ('T18-Q100-U66-R:', 'P3'), ('T19-Q65-U39-R:', 'P2'), ('T2-Q90-U160-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P4'), ('T4-Q70-U39-R:', 'P4'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q20-U19-R:', 'P2'), ('T7-Q10-U25-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
local,7,18,-118150872,False,True,True,17.998936891555786,1.0,1.0,1.0,1.0,0.345,0.1442857142857143,"[('T1-Q1-U1-R:P4', 'P4'), ('T10-Q100-U59-R:', 'P4'), ('T11-Q1-U1-R:', 'P4'), ('T12-Q20-U19-R:', 'P4'), ('T13-Q100-U50-R:', 'P4'), ('T14-Q1-U16-R:P2', 'P2'), ('T15-Q1-U1-R:', 'P1'), ('T16-Q70-U39-R:', 'P3'), ('T17-Q1-U1-R:', 'P1'), ('T18-Q20-U19-R:', 'P1'), ('T19-Q100-U50-R:', 'P1'), ('T2-Q100-U200-R:P4', 'P4'), ('T20-Q1-U16-R:P3', 'P3'), ('T3-Q1-U1-R:', 'P1'), ('T4-Q20-U17-R:', 'P2'), ('T5-Q1-U1-R:', 'P4'), ('T6-Q50-U41-R:', 'P2'), ('T7-Q100-U50-R:', 'P4'), ('T8-Q1-U16-R:P1', 'P1'), ('T9-Q1-U1-R:', 'P2')]"
